Date,sentiment,sentiment_label,Open,High,Low,Close,Volume
2019-08-28,32,Fear,10206.418979658,10270.522244933,9691.87712645,9759.791528413,15221292001.698517
2019-08-29,20,Extreme Fear,9755.839219581,9755.839219581,9388.612159252,9493.755389208,20617835157.97794
2019-08-30,24,Extreme Fear,9499.878802461,9640.946925267,9409.399993687,9582.255357778,16140852543.13026
2019-08-31,20,Extreme Fear,9588.047563456,9657.900632341,9501.605978464,9609.787647368,14425731109.63572
2019-09-01,24,Extreme Fear,9607.181476079,9759.435329023,9566.21839372,9716.721909689,11427639953.94762
2019-09-02,28,Fear,9719.55538852,10399.885655126,9716.073542907,10329.859051573,14047005764.704762
2019-09-03,41,Fear,10328.873207893,10727.327767091,10279.704140115,10603.095462993,20169687097.327747
2019-09-04,43,Fear,10586.04148713,10766.860351048,10405.045697122,10578.320209569,19392131163.912285
2019-09-05,41,Fear,10570.598941629,10624.40247301,10503.866101465,10574.499542005,17860080129.882195
2019-09-06,43,Fear,10571.991889067,10887.874248649,10259.589238372,10339.455631575,17760403181.52739
2019-09-07,39,Fear,10317.832833801,10530.94637342,10315.228697326,10477.09483846,18960923057.328537
2019-09-08,43,Fear,10470.341080022,10572.520355028,10326.63608395,10410.187644035,15786963429.02188
2019-09-09,41,Fear,10408.890179822,10442.761181904,10135.676890092,10322.057607889,16277428930.513926
2019-09-10,41,Fear,10315.926502809,10382.489398557,10012.012964927,10132.544804558,16619929905.641602
2019-09-11,38,Fear,10124.284797734,10204.342522115,9973.087326473,10159.720473324,16657146339.07356
2019-09-12,39,Fear,10162.818177255,10430.549285807,10068.621408328,10387.514841215,16347803275.784428
2019-09-13,38,Fear,10406.999055878,10423.774252107,10193.334896139,10346.599194957,15002494697.63255
2019-09-14,39,Fear,10344.918397309,10420.200051218,10273.609581183,10353.549798216,13898257971.742422
2019-09-15,38,Fear,10349.132693446,10368.311044913,10283.331817049,10313.443525982,13739377464.074911
2019-09-16,38,Fear,10314.929924681,10362.122494313,10147.911922248,10268.657984963,13123396167.392435
2019-09-17,41,Fear,10273.277521964,10273.277521964,10171.825138418,10208.165817936,15064900672.345425
2019-09-18,38,Fear,10210.080590801,10252.141471773,10149.693436472,10164.101904869,16142256175.51902
2019-09-19,31,Fear,10161.163975249,10261.575491477,9781.984662058,10241.608795395,18012950601.274014
2019-09-20,41,Fear,10238.554568886,10255.158567383,10112.378809418,10179.862230841,17567944594.274727
2019-09-21,37,Fear,10176.715113783,10180.776817568,9977.084510201,10006.065330833,14315188552.226397
2019-09-22,37,Fear,10002.150611392,10070.520315857,9876.651282321,10050.187541129,13655833632.90586
2019-09-23,41,Fear,10038.947939225,10047.495876714,9696.204079567,9719.397018609,13850095066.162457
2019-09-24,39,Fear,9721.510103694,9792.649520023,8137.460767762,8588.424905857,18185819269.48422
2019-09-25,15,Extreme Fear,8553.728950314,8743.916533712,8270.46193408,8439.846189898,27962840287.761627
2019-09-26,12,Extreme Fear,8438.845674476,8457.814132705,7871.665873986,8077.936354442,19967083143.6207
2019-09-27,24,Extreme Fear,8075.401100047,8239.784966013,7909.344811111,8183.569872359,19787032948.36193
2019-09-28,32,Fear,8184.574472563,8227.632773209,8048.833810124,8208.59598768,15915683880.648952
2019-09-29,33,Fear,8209.160822339,8222.006280482,7955.684335853,8068.668738286,14168854496.29004
2019-09-30,27,Fear,8062.303348361,8282.996850629,7773.497353879,8269.028681584,15981733906.85519
2019-10-01,38,Fear,8286.791705696,8477.499526244,8200.939201929,8294.743596648,16884676152.496897
2019-10-02,39,Fear,8299.647676192,8361.919233145,8179.062792213,8361.919233145,14388816764.907316
2019-10-03,37,Fear,8355.824454953,8379.401244318,8105.82445839,8232.129997665,13113453370.500526
2019-10-04,30,Fear,8229.143722637,8229.143722637,8075.794879395,8155.655358897,13744039776.37676
2019-10-05,31,Fear,8151.39049692,8163.928569083,8044.380024243,8130.134393189,12177117326.532265
2019-10-06,32,Fear,8132.042462349,8146.147351539,7850.254887733,7876.455217631,12147006810.9726
2019-10-07,27,Fear,7884.202457388,8276.593674239,7819.2522184,8196.151959898,15412261525.85769
2019-10-08,39,Fear,8193.897663235,8311.881016769,8134.994324144,8189.796865126,17158691137.634642
2019-10-09,37,Fear,8182.596584042,8627.959232194,8128.889729005,8572.837276209,16434316986.590736
2019-10-10,41,Fear,8566.656500404,8626.435857946,8451.919832781,8556.950238475,19365691564.436172
2019-10-11,39,Fear,8559.836001759,8712.408923257,8272.024050522,8272.024050522,18640375940.36436
2019-10-12,38,Fear,8274.654084824,8386.981475311,8274.654084824,8314.921537248,15846192934.8514
2019-10-13,38,Fear,8310.145411179,8435.447811075,8246.244358698,8294.599727264,12414944133.785309
2019-10-14,37,Fear,8289.073814688,8363.631139914,8237.658240833,8347.201506449,13897961307.390532
2019-10-15,39,Fear,8348.315575696,8386.856510757,8144.31772147,8174.781558437,14132500731.96211
2019-10-16,40,Fear,8174.179979422,8182.888776279,7951.452173756,8008.809279101,14890138553.348158
2019-10-17,40,Fear,8003.417785957,8112.721653602,7948.820153465,8075.178241452,14962001430.666658
2019-10-18,40,Fear,8073.200474823,8108.729807857,7880.418127858,7955.464770683,14689333202.206009
2019-10-19,41,Fear,7952.310000157,8026.427781552,7916.211744623,7950.124307851,13469121763.54235
2019-10-20,37,Fear,7954.616126618,8254.275408258,7900.438614016,8202.005472651,13689730159.754784
2019-10-21,37,Fear,8211.341400254,8269.437580008,8162.813049258,8212.771665108,15370372085.088844
2019-10-22,39,Fear,8215.031226909,8278.600259005,8027.920376243,8040.006228697,15044562472.96592
2019-10-23,33,Fear,8036.487926759,8052.264330486,7398.577412276,7469.521062846,17812755885.624397
2019-10-24,20,Extreme Fear,7480.706885659,7500.371453126,7377.740725355,7440.037915254,18981331415.99855
2019-10-25,24,Extreme Fear,7432.693138298,8678.882279927,7421.365392265,8651.134449573,18738952733.51674
2019-10-26,53,Neutral,8652.60800883,10112.45209391,8651.282623885,9235.929531419,46466597084.9797
2019-10-27,50,Neutral,9235.005228243,9722.660857996,9096.936235174,9544.094411496,33550698245.02006
2019-10-28,52,Neutral,9535.718920751,9820.904166092,9234.267438557,9234.267438557,35593127802.80169
2019-10-29,54,Neutral,9232.769631326,9503.154820774,9195.925003738,9411.88531791,28823080713.17984
2019-10-30,53,Neutral,9408.955443262,9408.955443262,9041.091175322,9162.391745136,27636488312.4012
2019-10-31,50,Neutral,9155.155923773,9326.32380365,8977.505324555,9154.923648472,24122194386.384724
2019-11-01,49,Neutral,9147.035370281,9259.644920454,9061.564215052,9225.753942278,23423542842.945267
2019-11-02,51,Neutral,9229.521817605,9337.917916968,9206.694125143,9290.257018683,21641092219.163372
2019-11-03,56,Greed,9289.89288834,9353.715862998,9106.312350671,9205.743201034,19491017665.942013
2019-11-04,49,Neutral,9201.271372755,9465.447836605,9140.776085187,9389.905541185,20013705970.259697
2019-11-05,54,Neutral,9383.924655172,9427.610414592,9199.030246575,9311.283796968,25633993748.18012
2019-11-06,53,Neutral,9305.755650856,9407.765235285,9264.370002347,9329.520807093,22773683290.748035
2019-11-07,54,Neutral,9320.858526564,9351.507682386,9154.517522463,9219.011987478,21386732950.847885
2019-11-08,42,Fear,9217.490864466,9252.359776086,8741.358471588,8791.640946347,22392277631.808456
2019-11-09,38,Fear,8790.379450972,8878.660848909,8761.105475182,8818.43226403,20903331341.949203
2019-11-10,39,Fear,8814.218854096,9084.836687216,8769.040650714,9043.004448601,18865154158.8606
2019-11-11,40,Fear,9037.812386506,9064.516857206,8657.677708995,8732.15412281,21474225431.478584
2019-11-12,39,Fear,8737.614064316,8823.837603201,8630.703842526,8801.603779134,18549053910.671352
2019-11-13,38,Fear,8807.509311535,8807.509311535,8727.530743868,8785.801622778,18311776804.66737
2019-11-14,41,Fear,8783.686952919,8794.527283025,8620.686437847,8662.422431497,18018026600.858734
2019-11-15,38,Fear,8659.294177669,8726.808562554,8450.8778637,8474.539001785,19571089078.109665
2019-11-16,41,Fear,8477.049472027,8524.79806089,8457.82581856,8497.411044782,18266153675.23622
2019-11-17,38,Fear,8498.554736481,8591.874088791,8420.02373779,8503.04943466,16068981643.99694
2019-11-18,38,Fear,8504.159201877,8504.159201877,8177.459128804,8211.78969301,18122849023.914646
2019-11-19,32,Fear,8204.164186924,8216.662931452,8043.4537518,8134.769580205,21641717591.41986
2019-11-20,32,Fear,8138.290661915,8179.756406056,8066.844846716,8097.187492427,18743906405.93744
2019-11-21,30,Fear,8101.952120246,8126.008723481,7574.878247567,7631.016803397,19580512635.16447
2019-11-22,20,Extreme Fear,7632.873769926,7688.688081972,6915.817983561,7290.351827984,28409580486.224964
2019-11-23,23,Extreme Fear,7278.817250728,7332.279034818,7108.065158989,7316.797514649,28070277489.5884
2019-11-24,21,Extreme Fear,7310.162692926,7325.983704047,6932.313157281,6932.313157281,19688077432.647324
2019-11-25,17,Extreme Fear,6931.499193615,7345.912930272,6583.225112442,7133.946457871,28072860618.34446
2019-11-26,21,Extreme Fear,7126.953913947,7312.507515879,7058.832881688,7169.264737836,25274129965.206455
2019-11-27,20,Extreme Fear,7161.296598099,7628.132237788,6885.235981707,7502.033156435,21528088248.629696
2019-11-28,32,Fear,7514.018760727,7616.178610862,7405.172244296,7442.795357732,23196231678.85349
2019-11-29,31,Fear,7434.173194419,7797.008350772,7431.608268829,7740.415549447,19637751265.72024
2019-11-30,38,Fear,7743.650338185,7776.99217094,7481.732584017,7548.613483041,18558072916.98575
2019-12-01,25,Extreme Fear,7551.709861219,7551.709861219,7276.632368504,7417.184161887,19448581691.419365
2019-12-02,28,Fear,7405.658938092,7419.104007525,7209.443281888,7315.108656927,17497508154.749622
2019-12-03,28,Fear,7307.988591896,7384.127710998,7267.859219306,7300.20831055,14980928828.27558
2019-12-04,24,Extreme Fear,7297.072604076,7551.495024374,7118.390081796,7216.45616286,17283223591.60506
2019-12-05,21,Extreme Fear,7200.139780061,7456.145388748,7188.051035936,7386.51006291,21771942872.71732
2019-12-06,29,Fear,7388.417903908,7532.61098739,7328.711289483,7532.61098739,18201556007.12047
2019-12-07,32,Fear,7529.891567765,7571.745151994,7488.40296516,7496.125957769,17516422533.457024
2019-12-08,28,Fear,7495.498070338,7544.078599557,7395.935569224,7516.676668173,14839255939.762863
2019-12-09,32,Fear,7511.276362839,7580.073106413,7315.434945215,7350.418118369,15758507373.4147
2019-12-10,26,Fear,7348.37390815,7388.386963149,7191.154971056,7233.814525048,18266169084.28163
2019-12-11,20,Extreme Fear,7227.631556618,7265.968523262,7161.674785097,7199.716155364,16414726727.45908
2019-12-12,23,Extreme Fear,7204.510776332,7251.319702812,7122.427523192,7202.46079296,16462585927.788164
2019-12-13,22,Extreme Fear,7197.05304267,7289.915897816,7195.239547235,7255.126876879,14598717509.36564
2019-12-14,27,Fear,7257.669869466,7268.679039935,7035.598502098,7078.955218817,14111391071.938242
2019-12-15,21,Extreme Fear,7072.383784552,7155.337433254,7026.94612641,7120.922417547,14644394191.144522
2019-12-16,24,Extreme Fear,7118.479133455,7138.605286064,6859.198078031,6902.888387618,14930223069.116924
2019-12-17,23,Extreme Fear,6898.577590882,6925.012567441,6589.119305464,6624.129257675,17871010703.791706
2019-12-18,15,Extreme Fear,6621.871889791,7310.394958242,6455.524825756,7275.754883601,23544326241.797443
2019-12-19,21,Extreme Fear,7270.845254352,7335.823832419,7059.449130278,7150.376098438,27989461214.81813
2019-12-20,23,Extreme Fear,7149.884817113,7210.140664428,7098.240014077,7185.155243857,19090224845.26383
2019-12-21,23,Extreme Fear,7189.186325796,7189.186325796,7130.787125626,7138.888883851,17216556747.583508
2019-12-22,20,Extreme Fear,7140.32026181,7482.961455839,7130.735076477,7482.961455839,15859553796.773232
2019-12-23,33,Fear,7492.45029805,7664.109374944,7292.652163381,7329.609333692,23553693248.251907
2019-12-24,25,Extreme Fear,7327.790252207,7408.118470216,7180.371932831,7240.62033283,21901304372.389088
2019-12-25,22,Extreme Fear,7259.115863808,7263.235588139,7146.05977284,7205.3806879,18541417893.721123
2019-12-26,39,Fear,7206.513103227,7407.99090794,7170.48225104,7211.341193713,17261944405.213764
2019-12-27,38,Fear,7209.301104194,7260.341054293,7111.398497164,7246.422424633,20987495731.49436
2019-12-28,37,Fear,7248.512129224,7347.520016294,7242.853379997,7312.04457,19186434309.4728
2019-12-29,37,Fear,7312.006786468,7487.899094121,7257.396558144,7386.37606034,18316582002.147324
2019-12-30,40,Fear,7388.393119126,7397.633412698,7234.181930629,7245.988922674,20205730608.95137
2019-12-31,38,Fear,7245.200684558,7300.392728006,7155.958221183,7202.624250734,19231685730.93129
2020-01-01,37,Fear,7196.61464775,7252.034227901,7182.140635881,7213.918462217,17174701192.721855
2020-01-02,39,Fear,7214.705283027,7222.856260595,6953.660847796,6968.274896337,16978615552.320255
2020-01-03,38,Fear,6967.51107306,7384.887332524,6891.532175446,7317.184074338,23323885155.707115
2020-01-04,38,Fear,7324.098144991,7373.7943974,7290.638622143,7358.491964047,22091911757.372955
2020-01-05,39,Fear,7356.759129712,7475.155225639,7341.45668574,7352.362745092,18782091517.372353
2020-01-06,41,Fear,7361.712600237,7764.21795016,7357.585483456,7764.21795016,20385990287.92437
2020-01-07,40,Fear,7751.389283527,8173.268894564,7751.389283527,8155.216395206,26898528961.363876
2020-01-08,51,Neutral,8152.750894301,8431.806289382,7889.175445587,8055.759827258,32572235030.894993
2020-01-09,44,Fear,8047.810851678,8047.810851678,7781.210633946,7829.063239858,27423415908.25392
2020-01-10,41,Fear,7821.633549759,8160.41356717,7699.760199871,8160.41356717,25445878088.332382
2020-01-11,50,Neutral,8173.013790191,8249.130106671,8024.156861576,8024.791558571,29273068672.2516
2020-01-12,45,Fear,8031.849294841,8168.956022809,7979.109216272,8164.590607768,23264705657.57096
2020-01-13,49,Neutral,8174.754397887,8176.991753055,8065.080319568,8116.969510017,20209676488.402725
2020-01-14,56,Greed,8106.521950326,8844.280645076,8106.521950326,8838.564861799,30880804631.850952
2020-01-15,54,Neutral,8818.537331019,8875.853271286,8409.183692222,8807.632433908,41907940746.90112
2020-01-16,55,Greed,8814.531198942,8840.121840206,8606.312632729,8722.037088492,30633889567.394585
2020-01-17,54,Neutral,8725.248860453,8985.126764006,8675.456403323,8921.648280804,29962458959.557713
2020-01-18,51,Neutral,8914.23845602,8970.022162485,8821.66880923,8929.544856857,29485862975.67403
2020-01-19,53,Neutral,8925.609579228,9170.718170719,8587.801980243,8697.342225048,29631647239.100475
2020-01-20,48,Neutral,8706.122036344,8739.596899835,8540.670356241,8639.196220239,25527853490.943573
2020-01-21,49,Neutral,8638.623746781,8760.412470813,8531.709621649,8747.381850419,21133613685.66009
2020-01-22,52,Neutral,8734.172883547,8785.169479764,8628.227700466,8672.801078606,21487927493.79023
2020-01-23,49,Neutral,8678.100847957,8679.203317945,8314.340390935,8391.607956581,21694293542.314556
2020-01-24,40,Fear,8410.044844399,8512.004662877,8243.925763985,8440.287025972,21819201521.969257
2020-01-25,41,Fear,8428.523168159,8443.511628413,8284.916896083,8366.208771054,18942559761.601395
2020-01-26,42,Fear,8350.912434142,8602.219769778,8317.574928674,8591.002875698,17062357023.911625
2020-01-27,50,Neutral,8603.44599155,8949.882036107,8595.699982165,8895.603627951,21864918499.87687
2020-01-28,54,Neutral,8896.167778512,9334.836393301,8896.167778512,9334.836393301,28386922234.095695
2020-01-29,57,Greed,9361.341368662,9399.970873569,9264.581114883,9304.918063766,31677015378.88771
2020-01-30,57,Greed,9295.295573713,9554.568011022,9226.934034856,9503.267999973,27862509999.088432
2020-01-31,55,Greed,9498.823463288,9512.289712172,9236.47552929,9336.132884714,29879074256.12286
2020-02-01,57,Greed,9345.862971879,9448.900119075,9307.566840979,9386.105651619,24669132631.411457
2020-02-02,57,Greed,9382.886002525,9451.075249365,9222.505434595,9339.574889161,25513782426.063236
2020-02-03,59,Greed,9332.390335202,9545.342884568,9253.044317893,9302.36265841,28287364412.594486
2020-02-04,56,Greed,9299.27391584,9337.172943076,9116.753963881,9187.070016251,25453389344.38254
2020-02-05,53,Neutral,9175.377439615,9684.328803636,9163.041622942,9602.309743074,27369542844.8735
2020-02-06,61,Greed,9605.879401946,9835.472653444,9541.800636909,9754.07841167,33460093620.22692
2020-02-07,56,Greed,9760.277761484,9871.278061428,9747.322679613,9820.295541559,31575968441.416294
2020-02-08,56,Greed,9878.102326096,9911.33485993,9678.528905515,9899.911944208,27781716512.858826
2020-02-09,56,Greed,9890.510298711,10136.292375953,9882.112054443,10128.750275518,30830691930.953083
2020-02-10,57,Greed,10128.723888224,10154.399803318,9787.316091433,9869.436911635,32809761670.321304
2020-02-11,52,Neutral,9859.706677059,10283.609362086,9729.947875627,10229.700902488,32344589624.228157
2020-02-12,61,Greed,10220.508924458,10396.605743004,10220.508924458,10327.554589217,37536325030.77256
2020-02-13,65,Greed,10313.911197328,10458.550677107,10104.987970682,10225.415261826,40279999808.96401
2020-02-14,63,Greed,10229.150079749,10360.532078348,10110.834261583,10327.512334976,38621696717.55168
2020-02-15,64,Greed,10328.115008416,10366.437841436,9862.309991308,9903.077896912,35159749254.72129
2020-02-16,59,Greed,9908.084221839,10032.343092004,9687.006103024,9969.235680452,36525467233.54653
2020-02-17,49,Neutral,9939.757984886,9940.394815153,9481.850576798,9711.996027942,39598298473.51138
2020-02-18,53,Neutral,9700.842004608,10209.58606591,9620.499124506,10144.896496497,38169582164.26966
2020-02-19,50,Neutral,10152.939757068,10214.653170618,9603.34086127,9621.766805943,37096619902.53132
2020-02-20,44,Fear,9612.45634826,9656.516877477,9483.963621918,9612.39263243,38453745129.309906
2020-02-21,44,Fear,9600.491436833,9746.933193634,9576.364242074,9683.453205911,33072200100.22486
2020-02-22,43,Fear,9683.663802783,9700.679432526,9582.977249442,9667.521623153,29322369849.73708
2020-02-23,46,Fear,9663.250800451,9951.126733768,9663.250800451,9923.659319612,29496972972.892437
2020-02-24,46,Fear,9953.140109016,9972.513507261,9518.287042595,9664.370231955,33711384526.733288
2020-02-25,44,Fear,9662.360386721,9905.852191638,9315.47612378,9358.388620384,34745765383.73613
2020-02-26,41,Fear,9327.165780323,9368.457956608,8692.901590615,8829.543592945,35462874215.674545
2020-02-27,39,Fear,8695.374107935,8975.439388304,8565.953034305,8775.595015544,37863755310.13051
2020-02-28,40,Fear,8812.547056153,8892.751475553,8477.509710623,8731.610771305,31653812954.634514
2020-02-29,38,Fear,8750.14460552,8783.127593985,8569.467784718,8569.467784718,28569338388.818615
2020-03-01,39,Fear,8550.541951959,8710.274182381,8426.707718116,8557.504357584,25805457967.583992
2020-03-02,38,Fear,8549.340701251,8956.124737223,8518.222266266,8900.068550262,29111523358.530468
2020-03-03,38,Fear,8907.40805683,8907.40805683,8679.939334868,8772.476036802,31679555793.09885
2020-03-04,40,Fear,8762.362408192,8839.479071446,8554.100335166,8749.500221929,29780398865.109215
2020-03-05,41,Fear,8756.306451651,9136.660962335,8756.306451651,9051.139212389,28798098411.369083
2020-03-06,39,Fear,9062.478817977,9150.674743543,9007.385122437,9129.266627707,33574313953.088737
2020-03-07,38,Fear,9133.485034103,9167.919947157,8869.500326368,8898.942077756,34911099914.61379
2020-03-08,33,Fear,8898.958236547,8898.958236547,8042.736084463,8042.736084463,33505674162.182323
2020-03-09,17,Extreme Fear,8045.081282543,8132.647862811,7664.882825524,7915.672114634,37959208549.61916
2020-03-10,16,Extreme Fear,7933.949977278,8139.026940977,7794.194169827,7900.821325967,34726963415.41885
2020-03-11,17,Extreme Fear,7897.141265314,7963.670417156,7627.475829,7931.347542963,32035157695.883503
2020-03-12,14,Extreme Fear,7932.112311909,7953.436635033,4684.824346389,4724.392684378,38263176500.41835
2020-03-13,10,Extreme Fear,4799.696383318,5891.890068654,4003.591031768,5518.647280507,60723203714.91818
2020-03-14,8,Extreme Fear,5585.038431457,5611.99197394,5120.784387384,5212.979297886,41904880597.15357
2020-03-15,12,Extreme Fear,5200.968199503,5832.913922816,5168.397855912,5381.745246919,26391424072.39053
2020-03-16,9,Extreme Fear,5374.039138323,5374.039138323,4528.299569558,5022.578106242,33030427611.937492
2020-03-17,8,Extreme Fear,5008.440359182,5446.809002353,4968.735363742,5362.320406925,36376336243.88972
2020-03-18,11,Extreme Fear,5322.867474491,5396.96940241,5047.756898995,5365.581534299,30708432421.460014
2020-03-19,12,Extreme Fear,5363.797911144,6373.372918882,5280.250820037,6160.004718461,46227050479.47742
2020-03-20,9,Extreme Fear,6163.652015817,6845.32391062,5816.372412437,6192.309975228,82173623931.31546
2020-03-21,9,Extreme Fear,6211.467472707,6428.249245557,5921.28429644,6149.79835117,74321910267.06207
2020-03-22,11,Extreme Fear,6162.351079007,6385.923935786,5796.48831305,5843.158786255,49039501835.036606
2020-03-23,10,Extreme Fear,5836.556172955,6500.702806776,5769.090030033,6467.459038287,48057935733.18337
2020-03-24,12,Extreme Fear,6465.057235512,6776.051150412,6390.800015169,6736.044984352,41093254549.53146
2020-03-25,13,Extreme Fear,6740.887504072,6909.427937704,6509.137356817,6681.336594453,37094888214.32621
2020-03-26,14,Extreme Fear,6679.399746719,6750.800609213,6563.679185357,6736.291779135,29627849180.959633
2020-03-27,12,Extreme Fear,6736.947798631,6820.942203709,6377.749563627,6377.749563627,28806208012.94218
2020-03-28,8,Extreme Fear,6378.656391936,6378.656391936,6073.035097868,6239.838831896,27085157179.309654
2020-03-29,12,Extreme Fear,6241.956890205,6241.956890205,5908.106131654,5917.297073238,23647684302.308273
2020-03-30,10,Extreme Fear,5900.006585031,6546.928546829,5877.928854829,6424.078447239,27021350124.50983
2020-03-31,12,Extreme Fear,6397.716177481,6496.833910194,6358.758000958,6431.262412871,27431559375.4596
2020-04-01,12,Extreme Fear,6419.060999071,6601.951969107,6176.881757456,6598.287014759,25637412066.59383
2020-04-02,14,Extreme Fear,6591.46674841,7112.018153073,6572.988865858,6807.465142308,35949707671.355675
2020-04-03,14,Extreme Fear,6797.838573991,7009.425589852,6630.440002188,6733.747734803,37167518958.50795
2020-04-04,12,Extreme Fear,6733.667480769,6867.941777985,6693.177965417,6847.730054844,27880150848.346153
2020-04-05,12,Extreme Fear,6847.445950011,6874.52863927,6710.016206243,6789.732164723,25269670113.00513
2020-04-06,12,Extreme Fear,6789.732157002,7291.003704572,6789.732138765,7279.161792257,31594108802.99503
2020-04-07,20,Extreme Fear,7317.027619319,7428.30618983,7122.743853702,7198.770191509,39144962205.87615
2020-04-08,21,Extreme Fear,7197.669188418,7376.150588799,7171.11416436,7352.328771068,32753738688.82884
2020-04-09,22,Extreme Fear,7350.84701265,7355.680725464,7166.887911175,7293.584360283,28609068744.733498
2020-04-10,15,Extreme Fear,7287.828928937,7291.256765901,6773.42590225,6859.8337374,32004749572.412277
2020-04-11,15,Extreme Fear,6870.159673057,6930.589447796,6773.981140848,6869.586551932,30015475132.19048
2020-04-12,10,Extreme Fear,6873.738524108,7151.799963148,6797.613534862,6977.230635882,25365748775.63187
2020-04-13,11,Extreme Fear,6925.828475568,6925.828475568,6651.14095836,6837.422539886,31953029026.479736
2020-04-14,15,Extreme Fear,6841.808244666,6956.211497916,6778.251961362,6856.179093865,28504195497.14
2020-04-15,18,Extreme Fear,6860.026011278,6915.825190547,6629.918818011,6637.791815543,26821228375.741028
2020-04-16,13,Extreme Fear,6632.63386755,7136.02127105,6531.440044339,7088.799491826,33497785088.697475
2020-04-17,15,Extreme Fear,7095.723992935,7127.521095703,7028.621058964,7034.54035767,30376034250.392673
2020-04-18,18,Extreme Fear,7038.544102498,7258.392590721,7038.544102498,7233.157423116,24783424486.781742
2020-04-19,16,Extreme Fear,7238.813999982,7238.813999982,7084.171815922,7133.148679405,25713381019.62184
2020-04-20,15,Extreme Fear,7130.802845592,7193.471505797,6802.728636355,6856.78595335,26956989050.526352
2020-04-21,17,Extreme Fear,6850.014587444,6909.394476465,6793.922255098,6851.005362273,29393938160.49608
2020-04-22,19,Extreme Fear,6848.63295458,7127.934459289,6828.232224184,7106.551177031,24916975279.046455
2020-04-23,19,Extreme Fear,7114.279112919,7612.469032722,7043.728865892,7464.891126761,30103580671.250164
2020-04-24,20,Extreme Fear,7470.507761039,7584.586417134,7430.217501847,7497.353392645,31706852571.210106
2020-04-25,24,Extreme Fear,7499.599961892,7600.653705636,7452.971185234,7535.263896666,25858610305.703373
2020-04-26,21,Extreme Fear,7536.121952295,7667.00624538,7529.539216758,7665.828318069,24111822559.90171
2020-04-27,28,Fear,7676.112823842,7766.689761497,7651.244533788,7766.689761497,27154195067.964497
2020-04-28,26,Fear,7772.739891966,7772.739891966,7668.774697396,7754.222425558,25836558088.101906
2020-04-29,26,Fear,7747.510263013,8878.881233865,7731.959973293,8759.789190303,34278610731.338528
2020-04-30,44,Fear,8756.427416307,9425.798393921,8476.196338377,8607.329832118,56288690521.042114
2020-05-01,40,Fear,8629.22539759,9025.379731823,8629.22539759,8832.98125113,43425802327.72872
2020-05-02,40,Fear,8822.562075026,8992.528434762,8778.174810517,8974.922892482,34889762273.70067
2020-05-03,45,Fear,8973.683542098,9157.860150652,8765.817977746,8894.362674812,36776322130.07504
2020-05-04,44,Fear,8895.40132796,8933.905220051,8571.361768438,8883.30678116,35712348408.14831
2020-05-05,40,Fear,8876.401349039,9060.014739282,8826.544714935,8967.997704233,34606031419.30998
2020-05-06,42,Fear,9013.045880952,9353.209746724,8936.688923797,9198.252700851,37332792656.473495
2020-05-07,49,Neutral,9170.34293096,9985.692228524,9086.608455505,9968.105282228,44195883977.58345
2020-05-08,55,Greed,9943.631675014,9995.180686805,9753.752318004,9822.88562923,50787616033.86071
2020-05-09,56,Greed,9814.400817443,9900.431520932,9559.705894324,9570.005987549,36759061346.29943
2020-05-10,48,Neutral,9554.216376872,9554.216376872,8388.959555308,8745.152545192,49096426545.483246
2020-05-11,40,Fear,8747.339336473,9108.035700011,8303.339059283,8593.856494464,43551499511.74325
2020-05-12,39,Fear,8583.604045247,8940.956452104,8566.733028151,8792.063767945,44269698682.529755
2020-05-13,41,Fear,8804.984468115,9363.647602379,8804.984468115,9302.896540995,34610987892.58701
2020-05-14,40,Fear,9298.001841958,9836.468002521,9273.44989089,9772.561575826,44963754585.06541
2020-05-15,44,Fear,9772.438556695,9803.1302315,9240.452877397,9293.972171086,44345543412.008224
2020-05-16,41,Fear,9307.561701696,9556.384605625,9235.124285492,9380.484219264,35516301774.01888
2020-05-17,40,Fear,9383.519750548,9835.576125011,9349.102058943,9667.578396738,31980216368.50253
2020-05-18,50,Neutral,9672.109015684,9901.963052503,9563.109965784,9733.739136589,36680111315.17609
2020-05-19,50,Neutral,9724.567636323,9852.625432196,9518.78599357,9761.178765113,33953354776.591995
2020-05-20,52,Neutral,9769.895544978,9805.300343078,9441.170645581,9524.434063671,31304878616.171516
2020-05-21,49,Neutral,9519.329840978,9558.120910914,8859.743095929,9073.693078891,33726116883.189507
2020-05-22,42,Fear,9059.871783777,9244.459499721,8973.510050864,9160.705420055,33446538580.7267
2020-05-23,40,Fear,9167.548507265,9294.044721519,9114.398031171,9180.527996785,26003317556.249058
2020-05-24,43,Fear,9178.757641698,9278.961893382,8791.793685125,8791.793685125,25780142754.70105
2020-05-25,41,Fear,8765.900390232,8944.683018229,8708.15435771,8897.213209214,32589017640.77668
2020-05-26,39,Fear,8894.327429246,8985.206386256,8745.730775382,8850.354200037,29122854004.021027
2020-05-27,39,Fear,8855.98982941,9189.868582806,8846.784743008,9165.144673701,29023731426.99337
2020-05-28,41,Fear,9177.549169961,9566.465329353,9123.651670492,9536.159368896,31339127072.194485
2020-05-29,48,Neutral,9540.936504363,9558.557224368,9374.994595649,9418.133839887,34433975805.11112
2020-05-30,48,Neutral,9415.670494725,9708.464045986,9351.301217079,9693.552426994,30240847830.504707
